,N° de contrat,Société,Nombre de clients non agrégés,Nombre de clients agrégés,Total des clients,Nombre de prospects non agrégés,Nombre de prospects agrégés,Total des prospects,Total des clients et prospects non agrégés,Total des clients et prospects agrégés,Total des clients et prospects,Signature@ - Accès,Signature@ - Nombre signé,GED - Accès,GED - Nombre d'unités utilisées,Nombre de comptes agrégés,Nombre de supports agrégés,Encours agrégé en €,Nombre de connexion,Temps de connexion (H),Nombre de connexion (3 mois),Temps de connexion (H) (3 mois),Nombre de connexion (6 mois),Temps de connexion (H) (6 mois),Nombre de connexion (année),Temps de connexion (H) (année),Type de contrat,Elearning 1,Encours (Assurances - Fonds Euro),Encours (Assurances - hors Fonds Euro),Encours (Produits hors assurances),Date,MoneyPitch - Accès,MoneyPitch - Nombre client connectés,MoneyPitch - Nombre d'accès MoneyPitch ouvert,Facturable à l'encours,Salesforce,Total des emails expédiés aux contacts agrégés,Total des emails expédiés aux contacts non agrégés,Taux de complétude moyens,Profils V2,Profils V3,Nombre de projets/parcours,Mise à jour RIC,Conformité contacts,Conformité comptes,Personnes morales,MoneyPitch - Nombre d'accès,MoneyPitch - Nombre de comptes agrégés,MoneyPitch - Encours comptes courants,MoneyPitch - Encours livrets,MoneyPitch - Encours Compte titres,MoneyPitch - Encours assurance,MoneyPitch - Encours epargne salariale,MoneyPitch - Nombre consultation,MoneyPitch - MoneyPitch à facturer,MoneyPitch - Nombre d'accès avec agrégation de comptes,Consultation tuto O2S,O2S - Nombre d'accès (hors administrateur),MoneyPitch - Accès - MP,MoneyPitch - Nombre client connectés - MP,MoneyPitch - Nombre d'accès MoneyPitch ouvert - MP,MoneyPitch - Nombre d'accès MoneyPitch ouvert sans agrégation - MP,MoneyPitch - Nombre d'accès MoneyPitch ouvert avec agrégation - MP,MoneyPitch - MoneyPitch à facturer - MP sans agrégation,MoneyPitch - MoneyPitch à facturer - MP avec agrégation,Segmentation,O2S - Nombre d'accès gratuit,Signature@ - Nombre de signature gratuite,GED - Nombre d'unité gratuite,Signature@ - Nombre de signatures à facturer,TOTAL SE périodes gratuites,MoneyPitch - MoneyPitch gratuit - MP sans agrégation,MoneyPitch - MoneyPitch gratuit - MP avec agrégation,MoneyPitch - Accès gratuits résiliés,MoneyPitch - Accès résiliés - MP Premium,Churner,Signature@ - Nombre de signature - A facturer ,MoneyPitch - Nombre client connectés - MP Premium,Nombre d'accès MoneyPitch Premium ouverts,Nombre d'accès MoneyPitch Premium ouverts sans agrégation,Nombre d'accès MoneyPitch Premium ouverts avec agrégation,MoneyPitch - MoneyPitch à facturer - MP Premium sans agrégation,MoneyPitch - MoneyPitch gratuit - MP Premium sans agrégation,MoneyPitch - MoneyPitch à facturer - MP Premium avec agrégation,MoneyPitch - MoneyPitch gratuit - MP Premium avec agrégation,MoneyPitch - Accès - MoneyPitch,MoneyPitch - Nombre client connectés - MoneyPitch,Nombre d'accès MoneyPitch ouverts,MoneyPitch - MoneyPitch à facturer - MoneyPitch,MoneyPitch - Accès résiliés - MoneyPitch,MoneyPitch - Accès - MoneyPitch Starter,MoneyPitch - Nombre client connectés - MoneyPitch Starter,MoneyPitch - Nombre d'accès MoneyPitch ouvert - MoneyPitch Starter,MoneyPitch - MoneyPitch à facturer - MoneyPitch Starter,Nombre d'accès MoneyPitch Starter ouverts sur le mois (Flux),MoneyPitch Starter ouverts (stock),Accès convertis en MoneyPitch - MoneyPitch Starter,Accès convertis en Premium - MoneyPitch Starter,Projets suivis,Projet (autre statut),Nombre de parcours projet créés sur le mois (Flux),Projet (parcours en cours de création),Projet (parcours en cours de traitement),Projet (parcours suivi),Projet (parcours archivé),Projet (parcours fermé),Encours agrégé calcul cumul,Société : Nom de la société,Société : Employés,Société : Type de marché,Code client,Société : Commercial en charge de la société,Statut,Date de signature,Société : ID de la société,Date de résiliation,Date d'effet résiliation,Motif de résiliation,Société + N° Contrat,Taux de conformité des contacts en %,Taux de conformité des comptes en %,Temps moyen par connexion (H),jours_ouvrés,O2S - Nombre d'accès total,Temps de connexion moyen par jour ouvré et par utilisateur (H),Nombre de connexion moyenne par jour ouvré par utilisateur,Nombre de connexions moyennes par semaine par utilisateur,Nombre de projets par jour ouvré et par utilisateur,Nombre de projets suivis par contacts agrégés,Nombre de projets suivis par utilisateur,Encours moyen par clients agrégés et prospects agrégés,Nombre de clients agrégés et non agrégés par utilisateur,Nombre de signatures à facturer par jour ouvré et par utilisateur,Ratio nombre de profils (V2 et V3) par rapport aux nombres de clients agrégés et non agrégés,Nombre de profils par utilisateur,Profils V2 + V3,Proportion des contacts agrégés,Nombre de comptes par contact agrégé,Nombre de supports par compte,Part des contacts agrégés avec profils,Contacts par utilisateur,Total de l'encours MoneyPitch en €,Taux d'utilisation MoneyPitch Premium en %,Taux d'utilisation MoneyPitch en %,Nombre de MoneyPitch ouverts Premium + Normal,Taux d'utilisation de l'ensemble des MoneyPitch en %,Total des clients connectés MoneyPitch,Taux d'équipement MoneyPitch (en %),Taux de clients MoneyPitch actifs (en %),Encours moyen MP,Nombre d'accès MoneyPitch gratuits (TTL),Nombre d'accès MoneyPitch Premium  gratuits (PM),Nombre d'accès MoneyPitch Standard gratuits (STD),Utilise MoneyPitch,Utilisation O2S,Cabinets n'utilisant pas O2S,Entrant/Sortant - N0 / N1,Entrant ou Sortant - N0 / N1,Entité niveau 1,Entité niveau 2
28477,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,300.0,68.0,368.0,1.0,0.0,1.0,301.0,68.0,369.0,Illimité,,,0.3550742249935865,119.0,1559.0,49326638.45999999,61.0,49.37611111111111,205.0,273.0327777777778,442.0,471.1577777777778,699.0,556.3341666666666,,0.0,22390860.35999999,14699472.56,12236305.54,2021-05,,,,Oui,999999.0,0.0,0.0,65.317526,0.0,45.0,44.0,0.0,26.0,0.0,4.0,,508.0,8102964.34,10134830.54,1674498.78,13713858.91,0.0,42.0,,36.0,0.0,19.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,14.0,134.0,98.0,36.0,98.0,0.0,36.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,49326638.45999999,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,7.065217391304348,0.0,0.8094444444444444,20.0,20.0,0.1234402777777777,0.1525,0.7027649769585254,,,,725391.7420588235,18.4,0.0,0.1222826086956521,2.25,45.0,0.1842818428184282,1.75,13.100840336134452,0.6617647058823529,18.45,33626152.57,10.44776119402985,,134.0,10.44776119402985,14.0,36.31,10.45,934059.7936111112,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28478,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,205.0,155.0,360.0,0.0,1.0,1.0,205.0,156.0,361.0,Illimité,,,0.3978571118786931,470.0,3394.0,87254748.67000005,75.0,36.36027777777777,189.0,209.0183333333333,489.0,494.7525,679.0,571.0819444444444,,0.0,44986981.47000001,23300368.61000004,18967398.58999998,2021-06,,,,Oui,999999.0,0.0,0.0,65.200026,0.0,70.0,55.0,0.0,102.0,0.0,4.0,,575.0,7195613.04,9035058.23,2172700.94,15242506.83,0.0,89.0,,39.0,1.0,18.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,13.0,135.0,96.0,39.0,96.0,0.0,39.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,87254748.67000005,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,28.254847645429365,0.0,0.4848037037037035,22.0,19.0,0.0869863104731525,0.1794258373205741,0.9095318942517584,,,,559325.3119871798,18.94736842105263,0.0,0.1944444444444444,3.684210526315789,70.0,0.4321329639889196,3.0128205128205128,7.221276595744681,0.4487179487179487,19.0,33645879.04,9.62962962962963,,135.0,9.62962962962963,13.0,37.4,9.63,862714.8471794871,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28479,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,199.0,166.0,365.0,0.0,1.0,1.0,199.0,167.0,366.0,Illimité,,,0.4197390554472804,511.0,3506.0,74305166.67999999,25.0,21.20555555555556,161.0,106.9419444444444,442.0,489.2477777777778,662.0,573.6280555555555,,0.0,36827357.66000002,17168417.62999998,20309391.39,2021-07,,,,Oui,999999.0,0.0,0.0,65.199612,0.0,74.0,60.0,0.0,108.0,0.0,4.0,,590.0,6638599.47,9171279.289999995,2303808.92,16339418.16,0.0,41.0,,40.0,0.0,17.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,12.0,137.0,97.0,40.0,97.0,0.0,40.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,74305166.68,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,29.508196721311474,0.0,0.8482222222222223,21.0,18.0,0.0560993533215755,0.0661375661375661,0.3200204813108039,,,,444941.11784431135,20.27777777777778,0.0,0.2027397260273972,4.111111111111111,74.0,0.4562841530054645,3.059880239520958,6.861056751467711,0.4431137724550898,20.33333333333333,34453105.84,8.75912408759124,,137.0,8.75912408759124,12.0,37.43,8.76,861327.6460000001,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28480,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,193.0,177.0,370.0,0.0,1.0,1.0,193.0,178.0,371.0,Illimité,,,0.42661496251822,568.0,4400.0,101386286.17,65.0,30.289166666667,170.0,96.250555555556,370.0,360.88777777778,718.0,601.98,,0.0,52429719.91,27658724.02,21297842.24,2021-08,,,,Oui,999999.0,3.0,1.0,65.304071,0.0,81.0,68.0,0.0,111.0,0.0,6.0,,603.0,6796067.27,10449454.0,2372691.25,14321917.74,0.0,46.0,,43.0,0.0,17.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,2.0,,,,0.0,0.0,,,12.0,143.0,100.0,43.0,100.0,0.0,43.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,101386286.17,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,29.91913746630728,0.0,0.4659871794871846,22.0,18.0,0.0764877946127954,0.1641414141414141,0.8320532514080902,,,,569585.8773595506,20.55555555555556,0.005050505050505,0.2189189189189189,4.5,81.0,0.4797843665768194,3.191011235955056,7.746478873239437,0.4550561797752809,20.61111111111111,33940130.26,8.391608391608392,,143.0,8.391608391608392,12.0,38.54,8.39,789305.3548837209,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28481,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,197.0,177.0,374.0,0.0,1.0,1.0,197.0,178.0,375.0,Illimité,,,0.456842340528965,563.0,4425.0,103692562.61,67.0,70.03583333333333,164.0,122.4894444444444,346.0,330.5488888888889,753.0,660.2283333333334,,0.0,53061158.45000001,28307154.14999999,22324250.00999998,2021-09,,,,Oui,999999.0,1.0,0.0,65.422168,0.0,83.0,81.0,0.0,110.0,0.0,5.0,,599.0,6819097.869999999,10633199.77,2026990.89,12038012.87,0.0,49.0,,47.0,0.0,19.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,15.0,147.0,100.0,47.0,100.0,0.0,47.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,103692562.60999995,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,29.33333333333333,0.0,1.0453109452736318,22.0,20.0,0.1591723484848484,0.1522727272727272,0.771889400921659,,,,582542.4865730337,18.7,0.0022727272727272,0.2219251336898395,4.15,83.0,0.4746666666666667,3.162921348314607,7.859680284191829,0.4662921348314606,18.75,31517301.4,10.20408163265306,,147.0,10.20408163265306,15.0,39.2,10.2,670580.8808510638,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28482,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,192.0,185.0,377.0,0.0,1.0,1.0,192.0,186.0,378.0,Illimité,,,0.46963622886688,594.0,4753.0,111547964.98,53.0,18.926388888889,185.0,119.25138888889,346.0,226.19333333333,755.0,651.69666666667,,0.0,56434597.32,30787886.17,24325481.49,2021-10,,,,Oui,999999.0,0.0,2.0,65.372583,0.0,92.0,98.0,0.0,111.0,0.0,5.0,,624.0,6420627.54,10636479.7,2156278.06,12847589.23,0.0,54.0,,49.0,0.0,19.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,2.0,,,,0.0,0.0,,,12.0,149.0,100.0,49.0,100.0,0.0,49.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,111547964.98,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,29.365079365079367,0.0,0.357101677148849,21.0,20.0,0.0450628306878309,0.1261904761904762,0.6105990783410139,,,,599720.241827957,18.85,0.0047619047619047,0.2440318302387268,4.6,92.0,0.492063492063492,3.193548387096774,8.001683501683502,0.4946236559139785,18.9,32060974.53,8.053691275167784,,149.0,8.053691275167784,12.0,39.42,8.05,654305.6026530612,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28483,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,197.0,187.0,384.0,0.0,1.0,1.0,197.0,188.0,385.0,Illimité,,,0.4912129435688257,605.0,5072.0,120357284.9199999,53.0,39.12055555555555,178.0,132.2636111111111,343.0,224.3333333333333,785.0,687.0955555555555,,0.0,59853826.77999999,32930241.86000003,27573216.28,2021-11,,,,Oui,999999.0,0.0,0.0,65.704141,0.0,98.0,104.0,0.0,108.0,0.0,6.0,,663.0,6502315.31,12990252.65,2007758.13,12979297.65,0.0,39.0,,51.0,0.0,19.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,15.0,153.0,102.0,51.0,101.0,0.0,51.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,120357284.92000002,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,28.05194805194805,0.0,0.7381236897274631,20.0,20.0,0.0978013888888888,0.1325,0.6105990783410139,,,,640198.3240425526,19.2,0.0,0.2552083333333333,4.9,98.0,0.4883116883116883,3.2180851063829787,8.383471074380166,0.5212765957446809,19.25,34479623.74,9.803921568627452,,153.0,9.803921568627452,15.0,39.74,9.8,676071.0537254902,1.0,1.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28484,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,197.0,188.0,385.0,0.0,1.0,1.0,197.0,189.0,386.0,Illimité,,,0.5095718177035451,606.0,5087.0,120555275.84,42.0,34.01027777777778,148.0,92.05722222222222,305.0,213.5877777777778,794.0,708.3402777777778,,0.0,59598803.46999995,32930936.61999998,28025535.74999999,2021-12,,,,Oui,999999.0,0.0,0.0,66.453608,0.0,99.0,103.0,0.0,107.0,0.0,6.0,,676.0,6281470.21,12817962.14,2100627.07,13010524.35,0.0,62.0,,52.0,0.0,20.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,11.0,155.0,103.0,52.0,103.0,0.0,52.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,120555275.83999991,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,27.72020725388601,0.0,0.8097685185185186,23.0,21.0,0.070414653784219,0.0869565217391304,0.4608294930875576,,,,637858.6023280424,18.33333333333333,0.0,0.2571428571428571,4.714285714285714,99.0,0.4896373056994819,3.2063492063492065,8.394389438943895,0.5238095238095238,18.38095238095238,34210583.77,7.096774193548387,,155.0,7.096774193548387,11.0,40.16,7.1,657895.8417307693,1.0,1.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28485,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,202.0,193.0,395.0,0.0,1.0,1.0,202.0,194.0,396.0,Illimité,,,0.5800505829975009,616.0,4884.0,118959419.4699999,86.0,79.83888888888889,181.0,152.9697222222222,366.0,272.2211111111111,808.0,761.4688888888888,,0.0,60738290.42000004,32426752.64,25794376.40999999,2022-01,,,,Oui,999999.0,2.0,0.0,66.406834,0.0,105.0,107.0,0.0,99.0,0.0,6.0,,642.0,10834711.77,12915722.6,1210038.53,6879645.049999998,0.0,107.0,,57.0,0.0,20.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,17.0,165.0,108.0,57.0,107.0,0.0,57.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,118959419.47000004,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,25.0,0.0,0.928359173126615,21.0,21.0,0.1810405643738977,0.1950113378684807,0.9436032477507132,,,,613192.8838659788,18.80952380952381,0.0022675736961451,0.2658227848101265,5.0,105.0,0.4898989898989899,3.1752577319587627,7.928571428571429,0.5412371134020618,18.857142857142858,31840117.95,10.303030303030305,,165.0,10.303030303030305,17.0,41.67,10.3,558598.5605263157,1.0,1.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28486,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,206.0,200.0,406.0,0.0,1.0,1.0,206.0,201.0,407.0,Illimité,,,0.6253997264429927,650.0,5169.0,123114028.58,76.0,92.625,217.0,210.1083333333333,382.0,338.7377777777778,758.0,707.7897222222222,,0.0,63296397.75999999,33409375.73000002,26408255.08999996,2022-02,,,,Oui,999999.0,4.0,1.0,66.468456,0.0,112.0,117.0,0.0,75.0,0.0,7.0,,676.0,14352484.94,13156052.5,3586016.64,6860669.909999999,0.0,160.0,,62.0,0.0,20.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,29.0,172.0,110.0,62.0,109.0,0.0,62.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,123114028.57999995,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,18.42751842751843,0.0,1.21875,20.0,21.0,0.2205357142857142,0.1809523809523809,0.8338819398727233,,,,612507.6048756219,19.33333333333333,0.0023809523809523,0.2758620689655172,5.333333333333333,112.0,0.4938574938574938,3.2338308457711444,7.952307692307692,0.5572139303482587,19.38095238095238,37955223.99,16.86046511627907,,172.0,16.86046511627907,29.0,42.26,16.86,612181.0320967741,1.0,1.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28487,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,208.0,206.0,414.0,0.0,1.0,1.0,208.0,207.0,415.0,Illimité,,,0.6713482504710555,648.0,5449.0,128032215.4299999,72.0,123.305,234.0,295.7688888888889,382.0,387.8261111111111,724.0,717.3358333333333,,0.0,64921879.54000006,34732157.84000005,28378178.05,2022-03,,,,Oui,999999.0,0.0,0.0,66.623213,0.0,116.0,138.0,0.0,75.0,0.0,7.0,,689.0,9915563.27,14869771.22,4489559.790000001,7286222.839999998,0.0,116.0,,63.0,0.0,20.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,17.0,179.0,116.0,63.0,117.0,0.0,63.0,0.0,Aucun,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,128032215.43000013,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,18.072289156626507,0.0,1.7125694444444446,23.0,21.0,0.2552898550724637,0.1490683229813664,0.7899934167215273,,,,618513.1180193232,19.714285714285715,0.0,0.2801932367149758,5.523809523809524,116.0,0.4987951807228916,3.130434782608696,8.408950617283951,0.5603864734299517,19.761904761904763,36561117.12,9.497206703910614,,179.0,9.497206703910614,17.0,43.13,9.5,580335.1923809523,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28488,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,198.0,216.0,414.0,0.0,1.0,1.0,198.0,217.0,415.0,Illimité,,,0.6874663904309273,667.0,5841.0,129552052.1199999,74.0,32.06583333333333,230.0,250.6297222222222,403.0,400.9655555555556,752.0,634.7952777777778,,0.0,71265725.34999998,30694705.709999934,27591621.05999998,2022-04,,,,Oui,999999.0,0.0,0.0,66.806832,0.0,124.0,250.0,0.0,69.0,0.0,12.0,,676.0,8833741.459999999,17314999.80999999,4475001.23,2825694.199999999,0.0,128.0,,63.0,0.0,20.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,4.0,,,19.0,178.0,115.0,63.0,116.0,0.0,66.0,0.0,Aucun,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,16.0,,,,,,,129552052.11999989,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,16.626506024096386,0.0,0.433322072072072,20.0,21.0,0.0763472222222222,0.1761904761904762,0.8119376782971254,0.5571428571428572,1.0783410138248848,11.142857142857142,597014.065069124,19.714285714285715,0.0,0.2995169082125604,5.904761904761905,124.0,0.5228915662650603,3.0737327188940093,8.75712143928036,0.5714285714285714,19.761904761904763,33449436.699999988,10.674157303370784,,178.0,10.674157303370784,19.0,42.89,10.67,530943.4396825394,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28489,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,208.0,222.0,430.0,0.0,1.0,1.0,208.0,223.0,431.0,Illimité,,,0.7707928763702512,682.0,6114.0,137097815.9500001,82.0,74.1075,226.0,229.2927777777778,432.0,435.9525,775.0,660.2858333333334,,0.0,72203007.7599999,37777509.15999998,27117299.02999999,2022-05,,,,Oui,11384.0,0.0,0.0,66.594579,0.0,128.0,276.0,0.0,69.0,0.0,12.0,,697.0,7769720.309999999,16650687.84,4913242.369999999,3697162.529999999,0.0,114.0,,65.0,0.0,18.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,22.0,184.0,119.0,65.0,120.0,0.0,65.0,0.0,Aucun,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,18.0,27.0,,,,,,137097815.94999987,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,16.009280742459396,0.0,0.90375,21.0,19.0,0.1857330827067669,0.2055137844611528,0.994421537715256,0.6466165413533835,1.15695067264574,13.578947368421051,614788.4123318391,22.63157894736842,0.0,0.2976744186046511,6.7368421052631575,128.0,0.5174013921113689,3.0582959641255605,8.964809384164223,0.5739910313901345,22.68421052631579,33030813.049999997,11.956521739130435,,184.0,11.956521739130435,22.0,42.69,11.96,508166.3546153845,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
28490,CR1900015,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,206.0,229.0,435.0,0.0,1.0,1.0,206.0,230.0,436.0,Illimité,,,0.8125924961641431,719.0,6284.0,140316245.91,47.0,21.47194444444444,207.0,129.9316666666667,440.0,423.6091666666667,749.0,637.9608333333333,,0.0,76014864.10999994,38184598.67999997,26116783.12,2022-06,,,,Oui,11384.0,0.0,0.0,66.874944,0.0,133.0,291.0,0.0,72.0,0.0,12.0,,711.0,10364550.99,21263444.36999999,4575755.48,3675456.7,0.0,108.0,,67.0,0.0,18.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,21.0,185.0,118.0,67.0,118.0,0.0,67.0,0.0,Aucun,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,21.0,17.0,,,,,,140316245.9099999,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON,100 à 2000,STRATEGIC MARKET,11384.0,Bastien VICHY,Actif,2019-01,0015800000AXNb7,,,,CAISSE D'EPARGNE LANGUEDOC ROUSSILLON / CR1900015,16.51376146788991,0.0,0.4568498817966901,22.0,19.0,0.0513682881446039,0.1124401913875598,0.5699733203977686,0.645933014354067,1.173913043478261,14.210526315789474,610070.6343913043,22.894736842105264,0.0,0.3057471264367816,7.0,133.0,0.5275229357798165,3.126086956521739,8.739916550764951,0.5782608695652174,22.94736842105263,39879207.53999999,11.351351351351353,,185.0,11.351351351351353,21.0,42.43,11.35,595212.0528358208,0.0,0.0,0.0,1.0,Utilise O2S,0,,,BPCE,CAISSE D'EPARGNE
